ID,InDegree,OutDegree,TotalPosts,MeanWordCount,LikeRate,PercentQuestions,PercentURLs,MeanPostsPerThread,InitiationRatio,MeanPostsPerSubForum,PercBiNeighbours,AccountAge
737,5,2,10,187,0.3,0.4,0.4,1.111111,0.777778,10,0,53
738,16,13,34,452,0.852941,0.470588,0,1.416667,0.833333,8.5,0.208333,9
739,35,37,47,58,0.93617,0.106383,0.042553,1.342857,0.028571,9.4,0.220339,97
740,6,3,5,49,0.6,0.4,0.2,1,0.6,1.25,0,42
741,1,1,10,74,0.1,0,0.1,2,1,5,1,107
742,29,30,41,138,0.536585,0.463415,0.073171,1.863636,0.227273,5.857143,0.311111,21
743,19,20,26,45,0.5,0.153846,0.230769,1.733333,0.133333,5.2,0.21875,66
744,42,49,63,77,1.396825,0.349206,0,1.657895,0.131579,10.5,0.28169,3
745,1,1,3,28,0.666667,0,0,3,1,3,1,89
746,72,61,115,42,0.73913,0.304348,0.052174,1.575342,0.178082,38.333333,0.33,30
747,2,2,2,11,0.5,0,0,1,0,1,0,61
748,59,69,116,75,0.362069,0.077586,0.034483,1.234043,0.202128,10.545455,0.292929,82
749,84,98,241,219,1.26556,0.369295,0.037344,2.939024,0.036585,18.538462,0.4,63
750,16,8,26,98,0.038462,0.538462,0.076923,1.733333,0.8,6.5,0.263158,1
751,3,2,5,211,0.2,0.6,0.4,5,0,5,0.666667,72
752,142,141,343,100,0.620991,0.174927,0.020408,1.595349,0.074419,20.176471,0.451282,106
753,52,49,65,165,0.830769,0.276923,0.015385,1.354167,0.125,8.125,0.174419,55
754,16,22,23,160,0.565217,0.565217,0,1.352941,0,11.5,0.225806,14
755,1,0,1,18,1,0,0,1,1,1,0,21
756,104,110,216,62,1.861111,0.226852,0.023148,1.674419,0.046512,14.4,0.426667,38
757,5,5,4,13,0.5,0,0,1,0,2,0.111111,43
758,10,12,14,312,1.214286,0.642857,0.142857,2.333333,0.166667,7,0.222222,96
759,2,2,9,93,0.111111,0,0.555556,1.125,0.75,1.8,0,36
760,23,19,27,145,2.259259,0.148148,0,1.173913,0.086957,4.5,0.2,23
761,284,279,1450,52,1.504828,0.231724,0.021379,2.33119,0.09164,80.555556,0.622478,19
762,44,49,69,373,0.942029,0.362319,0.014493,2.090909,0,9.857143,0.367647,42
763,1,2,2,10,0,0,0,1,0,1,0,15
764,2,3,4,26,0,0,0,1,0,2,0,99
765,39,39,47,108,1.255319,0.276596,0.021277,1.424242,0.181818,4.7,0.2,62
766,25,18,29,23,0.448276,0.413793,0,3.625,0,9.666667,0.30303,102
767,9,11,10,150,0.7,0.4,0.1,1.666667,0,5,0.111111,51
768,1,1,1,103,0,0,0,1,0,1,1,12
769,0,1,1,49,0,1,0,1,0,1,0,108
770,5,3,4,125,0,0,0,1,0,4,0.142857,6
771,38,20,109,179,0.743119,0.119266,0.055046,1.238636,0.931818,21.8,0.183673,2
772,6,7,12,98,0.916667,0.25,0.083333,1.2,0.4,2.4,0.083333,7
773,19,16,26,126,0.807692,0.115385,0.153846,1.529412,0.294118,4.333333,0.25,76
774,2,1,1,6,2,0,0,1,0,1,0,64
775,12,9,16,70,0.6875,0.25,0.0625,1.230769,0.230769,2.285714,0.166667,95
776,56,56,96,94,1.125,0.260417,0.03125,1.315068,0.191781,8,0.302326,51
777,200,239,768,84,1.079427,0.264323,0.010417,1.934509,0.088161,51.2,0.556738,55
778,5,8,5,56,0.8,0,0,1,0,1.25,0.3,80
779,22,15,28,50,0.857143,0.214286,0.107143,1.333333,0.333333,3.111111,0.275862,74
780,70,49,108,112,0.722222,0.064815,0.074074,1.384615,0.371795,9.818182,0.27957,33
781,2,4,5,77,0,0.8,0,2.5,0,5,0.5,26
782,36,32,59,95,0.457627,0.40678,0.016949,2.185185,0.222222,7.375,0.283019,77
783,18,15,19,59,0.631579,0.052632,0.052632,1.1875,0.125,3.166667,0.178571,92
784,31,32,48,209,0.8125,0.375,0.041667,1.548387,0.064516,9.6,0.188679,80
785,69,70,224,236,0.526786,0.433036,0,4.307692,0.076923,28,0.463158,107
786,110,100,210,37,0.861905,0.242857,0.02381,1.858407,0.053097,13.125,0.468531,74
787,7,9,10,86,1.4,0,0.1,1.25,0.125,1.666667,0.230769,25
788,13,19,21,27,0.571429,0.285714,0,1.3125,0.0625,2.1,0.066667,85
789,2,0,2,131,4,0,0,2,1,2,0,73
790,133,138,341,58,1.234604,0.378299,0.008798,2.144654,0,17.947368,0.489011,60
791,1,1,2,218,0.5,1,0,2,1,2,0,36
792,45,74,170,111,0.329412,0.429412,0.029412,3.333333,0.078431,15.454545,0.383721,70
793,60,57,83,92,0.855422,0.46988,0.048193,1.431034,0.103448,16.6,0.285714,92
794,80,83,155,76,0.870968,0.23871,0.077419,1.91358,0.024691,8.611111,0.405172,10
795,142,139,399,56,0.781955,0.263158,0.015038,2.078125,0.130208,57,0.535519,72
796,18,20,32,25,0.1875,0.40625,0.03125,1.882353,0,8,0.310345,1
797,1,2,3,44,0.333333,0,0,1.5,0,1,0,8
798,4,5,4,27,1,0.25,0,1.333333,0,1.333333,0,69
799,15,14,25,59,0.76,0.12,0.08,1.086957,0.434783,2.777778,0.208333,90
800,86,100,200,60,0.57,0.345,0.015,2.272727,0.022727,200,0.464567,65
801,4,0,4,31,0.25,0,0.25,1,1,4,0,53
802,3,5,3,154,0.666667,0,0,1.5,0,1.5,0.142857,94
803,3,1,4,51,2.5,0,0,2,1,4,0.333333,99
804,16,13,17,35,1.352941,0.058824,0.058824,1.7,0.4,4.25,0.208333,58
805,127,158,401,84,0.730673,0.339152,0.037406,2.035533,0.187817,25.0625,0.425,107
806,33,39,57,64,0.614035,0.192982,0,1.266667,0,5.181818,0.180328,61
807,2,4,4,42,0.5,0.5,0,1.333333,0,2,0.2,85
808,3,3,7,33,0.428571,0.428571,0,1.4,0.8,1.75,1,42
809,185,214,514,53,1.157588,0.231518,0.044747,1.713333,0.103333,27.052632,0.511364,67
810,1,2,3,127,1.666667,0.666667,0,1.5,0,1.5,0,27
811,146,154,425,27,0.781176,0.301176,0.051765,1.976744,0.027907,23.611111,0.492537,19
812,5,8,8,27,0.125,0,0,1.6,0.2,2.666667,0.181818,27
813,80,81,156,175,1.467949,0.326923,0.044872,1.56,0.15,12,0.341667,56
814,14,14,24,139,0.541667,0.125,0.041667,1.333333,0.5,8,0.076923,44
815,6,9,9,71,0.111111,0.111111,0,9,1,9,0.153846,1
816,19,19,25,85,0.04,0.16,0,1.5625,0.0625,6.25,0.225806,88
817,8,8,9,34,0.777778,0.555556,0,1.8,0.4,3,0.066667,5
818,11,8,10,156,0.1,0.6,0,1.25,0.25,2,0.055556,88
819,27,32,75,154,1.133333,0.2,0.04,3.125,0.291667,12.5,0.340909,63
820,24,7,70,10,0.142857,0.014286,0.014286,1.111111,0.952381,35,0.192308,78
821,100,93,196,143,0.933673,0.295918,0.091837,1.606557,0.303279,10.315789,0.440299,67
822,2,2,2,35,2.5,0,0,1,0,2,0.333333,58
823,15,10,13,98,2.384615,0.307692,0.076923,1.3,0,1.857143,0.136364,22
824,1,1,1,13,0,1,0,1,0,1,0,103
825,6,1,15,54,0.133333,0.133333,0.466667,1.071429,1,2.5,0.166667,84
826,3,4,3,60,0,0,0,3,0,3,0.166667,50
827,4,4,4,28,0,0.25,0.25,1,0,1.333333,0.142857,4
828,3,3,4,57,0,0.25,0.25,2,0.5,2,0.5,17
829,8,11,16,57,0.3125,0.25,0,2,0.125,4,0.1875,28
830,65,72,196,139,0.010204,0.193878,0.096939,5.939394,0.090909,196,0.650602,108
831,7,4,7,164,0.285714,0.428571,0,1.166667,0.5,2.333333,0.375,87
832,7,5,9,71,0.222222,0.444444,0,1.125,0.25,1.5,0,78
833,3,1,7,43,0,0.285714,0,1.4,0.4,2.333333,0,20
834,5,4,4,66,1,0.25,0,1.333333,0,4,0.125,79
835,3,4,4,349,0,0.5,0,1,0,1.333333,0.166667,17
836,1,2,2,28,0.5,0,0,1,0,1,0,50
837,169,190,434,141,2.647465,0.37788,0.032258,1.708661,0.031496,27.125,0.424603,70
838,3,2,3,31,0,0.666667,0,1,0,1,0,11
839,38,28,41,136,1.853659,0.365854,0,1.138889,0.138889,8.2,0.157895,20
840,4,6,6,112,0.333333,0.166667,0.333333,1,0,2,0.111111,99
841,17,17,33,27,0.181818,0.272727,0,1.833333,0.388889,3,0.259259,10
842,8,9,19,778,0.421053,0.736842,0,1.9,0.4,3.166667,0.214286,70
843,1,2,1,132,1,0,0,1,0,1,0,69
844,4,3,6,231,0,0.5,0,2,0.666667,3,0.166667,71
845,8,9,10,20,0.8,0.1,0,1.428571,0,10,0.133333,20
846,67,64,231,74,0.424242,0.229437,0.069264,2.538462,0.659341,19.25,0.408602,29
847,40,45,74,45,0.364865,0.27027,0.013514,3.217391,0.130435,10.571429,0.517857,42
848,2,2,3,76,1,0.333333,0,1.5,0.5,3,0.333333,29
849,11,7,9,49.4444,1.222222,0.333333,0,1.285714,0,3,0.058824,83
850,17,17,19,16.3684,0.263158,0.105263,0.157895,1.266667,0,3.166667,0.214286,44
851,19,16,14,110.9286,0.285714,0.214286,0,1.75,0,3.5,0.129032,67
852,18,22,23,51.0435,0.434783,0.347826,0.086957,1.277778,0.055556,2.875,0.142857,89
853,9,10,9,73.5556,0.111111,0.444444,0,2.25,0,2.25,0.1875,39
854,69,85,91,76.9011,0.857143,0.263736,0,1.75,0,9.1,0.241935,53
855,191,255,446,146.5807,0.811659,0.248879,0,1.639706,0.011029,22.3,0.411392,41
856,6,2,4,294.75,0,1,0,2,1,2,0.333333,30
857,250,319,687,106.7831,1.73508,0.282387,0.091703,1.734848,0.10101,27.48,0.415423,107
858,190,267,449,38.539,1.126949,0.300668,0.013363,1.863071,0.053942,17.96,0.384848,106
859,209,166,241,39.9046,1.236515,0.344398,0.008299,1.853846,0,241,0.388889,72
860,46,56,57,106.4211,0.596491,0.22807,0.017544,1.266667,0.044444,5.181818,0.2,1
861,340,440,1149,147.1218,1.29765,0.248042,0.070496,2.487013,0.064935,54.714286,0.480076,31
862,3,3,2,29.5,0,0,0,2,0,2,0.2,51
863,15,13,13,115.2308,0.384615,0.076923,0,1.3,0.1,2.6,0.272727,106
864,3,4,3,16,1,0,0,1,0,1,0,24
865,2,2,1,14,0,1,0,1,0,1,0.333333,92
866,9,8,8,49.375,1.5,0.25,0,1.6,0,2.666667,0.133333,98
867,7,3,3,48.6667,1,0.666667,0,1.5,0.5,1.5,0.111111,96
868,60,79,88,75,0.602273,0.193182,0.034091,1.466667,0.033333,7.333333,0.230088,88
869,3,3,2,75,1,0.5,0.5,2,0,2,0.2,16
870,17,21,21,128.381,0.190476,0.190476,0.095238,1.5,0,7,0.151515,102
871,28,41,44,35.9545,0.545455,0.318182,0.113636,2.444444,0.111111,22,0.38,78
872,166,176,261,45.3295,0.613027,0.195402,0.042146,1.673077,0.102564,10.44,0.335938,21
873,17,16,21,66.9524,0.714286,0.52381,0,1.615385,0,21,0.137931,100
874,101,152,215,120.6698,0.627907,0.097674,0.04186,1.653846,0.046154,30.714286,0.304124,86
875,13,7,14,88.1429,0.142857,0.214286,0,4.666667,0.666667,7,0.176471,52
876,11,11,9,40.5556,0.888889,0.444444,0.111111,1.285714,0,2.25,0.294118,47
877,3,7,6,54.5,0.333333,0.333333,0,1.5,0,6,0.25,92
878,1,1,1,25,2,0,1,1,0,1,0,23
879,5,2,2,143.5,1.5,0,0,2,0,2,0.166667,101
880,5,4,4,82.25,0.25,0.25,0.25,2,0,4,0.285714,91
881,5,6,4,83.5,2.25,0,0,1.333333,0,2,0,68
882,53,35,55,39.2909,0.309091,0.2,0.018182,1.571429,0.2,6.875,0.222222,17
883,3,2,2,114.5,0,0,0.5,2,0,2,0.666667,8
884,340,406,1091,77.7259,0.87901,0.384968,0.051329,2.555035,0.04918,40.407407,0.483101,29
885,9,8,8,104.25,1.875,0.25,0,2.666667,0,4,0.307692,18
886,87,97,105,38.1143,0.885714,0.171429,0.047619,1.26506,0.048193,5.833333,0.277778,105
887,4,6,4,163,0.5,0.5,0,1.333333,0,4,0.25,91
888,3,2,2,26,1,0,0,1,0,1,0.25,96
889,37,31,30,131.5667,0.466667,0.433333,0.033333,1.875,0,3,0.214286,32
890,75,85,107,59.5701,1.093458,0.420561,0,2.229167,0.020833,17.833333,0.28,51
891,4,5,3,20.6667,0.666667,0.333333,0.666667,1,0,1.5,0.285714,93
892,1,1,1,19,0,0,0,1,0,1,0,13
893,17,22,26,298.3462,0.192308,0.653846,0,2.888889,0.111111,5.2,0.3,57
894,45,57,60,17.6,0.216667,0.166667,0,1.5,0.175,5.454545,0.2,22
895,5,7,5,101,0.8,0.2,0,1,0,2.5,0,64
896,3,4,4,136.5,0.25,0.5,0,1.333333,0,1.333333,0.166667,10
897,146,183,283,66.477,0.540636,0.289753,0.031802,1.92517,0.013605,15.722222,0.376569,25
898,24,24,34,205.4706,1.058824,0.205882,0.176471,2.125,0.125,6.8,0.333333,11
899,6,5,5,6,0.2,0,0,1,0,1,0,89
900,230,295,525,109.3695,1.499048,0.409524,0.078095,2.196653,0.016736,23.863636,0.396277,100
901,5,3,3,99.3333,0.333333,0.333333,0,1,0,1,0.142857,69
902,19,16,18,48.3889,0.111111,0.166667,0.055556,1,0.111111,2.25,0,18
903,20,17,19,45.6842,0.947368,0.105263,0,1.727273,0,3.8,0.15625,83
904,66,62,123,51.5854,0.227642,0.146341,0.154472,2.320755,0.018868,15.375,0.306122,81
905,2,1,1,45,1,0,0,1,0,1,0.5,24
906,1,1,1,33,2,1,0,1,0,1,0,81
907,4,4,3,178.6667,1.333333,0.333333,0,1.5,0,1.5,0,100
908,5,6,5,48,0.4,0.4,0,1.666667,0.333333,1.666667,0.222222,76
909,58,67,73,90.4932,1.013699,0.232877,0.041096,1.46,0.12,7.3,0.237624,44
910,4,4,3,82,0.333333,0.333333,0,1,0,3,0.142857,1
911,81,81,87,181.7011,1.333333,0.264368,0.091954,1.851064,0.106383,8.7,0.296,75
912,1,1,1,6,10,0,0,1,0,1,1,106
913,2,3,2,30,1.5,0,0,1,0,1,0,48
914,57,83,90,23.3778,1.277778,0.177778,0.066667,2.142857,0.02381,15,0.217391,78
915,4,2,2,382.5,3.5,1,0.5,1,0,1,0,43
916,5,1,2,100,0,0.5,0,2,1,2,0.2,24
917,5,4,4,37.25,0.25,0.25,0,1.333333,0,2,0.125,41
918,158,182,280,52.7357,0.396429,0.207143,0.017857,2.089552,0.014925,16.470588,0.343874,95
919,106,130,205,108.4293,1.341463,0.292683,0.102439,2.697368,0.052632,14.642857,0.348571,24
920,30,28,33,31,0.484848,0.363636,0.030303,1.571429,0,8.25,0.16,56
921,4,9,7,81.4286,1.428571,0.714286,0,1.4,0.2,2.333333,0.083333,101
922,5,5,5,120.8,0,0.2,0,1,0.2,1,0,40
923,3,3,2,58.5,0,1,0,1,0,2,0.5,107
924,8,8,8,57.75,0.125,0.125,0,1.142857,0.142857,2.666667,0.142857,6
925,6,5,6,354.3333,0.333333,0.5,0,1.2,0.2,1.5,0.1,83
926,37,36,45,40.7333,0.266667,0.466667,0,2.5,0.055556,6.428571,0.196721,15
927,128,113,172,106.6977,0.813953,0.267442,0.075581,1.409836,0.07377,15.636364,0.338889,44
928,23,25,23,45.2174,0.565217,0.173913,0.043478,1.210526,0.052632,2.555556,0.142857,43
929,99,70,166,140.7108,1.090361,0.23494,0.072289,2.305556,0.597222,13.833333,0.34127,100
930,12,8,11,65.1818,0.181818,0.181818,0,2.2,0.2,2.75,0.428571,6
931,2,4,2,145.5,0,0,0,1,0,2,0.2,107
932,1,1,1,38,0,0,0,1,0,1,0,30
933,5,4,4,76.25,0.25,0,0,1,0,1.333333,0.125,83
934,6,5,6,22.1667,0.333333,0.166667,0,2,0,3,0.375,13
935,15,20,18,100,0.166667,0.555556,0.055556,2.25,0.25,6,0.129032,89
936,4,3,2,140.5,0.5,0,0,1,0,1,0,25
937,5,3,3,69.3333,0.666667,0,0,1,0,1,0,46
938,7,8,6,18.3333,0.166667,0.166667,0,2,0,2,0.071429,30
939,34,41,42,28.119,0.142857,0.190476,0.166667,1.4,0.1,3.230769,0.136364,12
940,28,28,29,34.4483,0.241379,0.275862,0.034483,1.115385,0.038462,3.222222,0.166667,63
941,63,71,83,68.9036,0.638554,0.156627,0.048193,1.33871,0.193548,9.222222,0.218182,58
942,12,7,5,255.4,0.2,0.8,0.4,1.25,0,1.666667,0.357143,28
943,38,31,38,94.5789,0.289474,0.315789,0.026316,1.52,0.16,3.454545,0.254545,90
944,41,42,53,83.0377,0.283019,0.169811,0.037736,2.789474,0,6.625,0.276923,43
945,1,1,1,418,0,0,0,1,0,1,0,54
946,18,26,20,105.15,0.15,0.1,0.1,1.818182,0.272727,5,0.157895,49
947,30,34,54,35.7407,0.166667,0.240741,0.037037,2.454545,0.090909,18,0.333333,27
948,19,18,16,29.0625,0.625,0.125,0,1.230769,0.076923,5.333333,0.088235,9
949,16,16,20,193,0.45,0.25,0,1.428571,0,2.5,0.185185,96
950,12,22,53,118.717,0.037736,0.320755,0,4.818182,0,17.666667,0.307692,15
951,3,4,4,32.75,0.25,0,0.25,1.333333,0,4,0.166667,57
952,2,1,1,153,0,0,0,1,0,1,0,23
953,56,17,66,36.3333,0.030303,0.636364,0.090909,1.404255,0.723404,22,0.123077,71
954,47,58,55,12.7636,0.254545,0,0.036364,1.527778,0.027778,3.666667,0.193182,62
955,10,8,9,114.7778,1.333333,0.333333,0.222222,1.8,0.4,9,0.285714,30
956,5,8,7,277.7143,0.428571,0.428571,0,1.4,0,3.5,0.181818,2
957,36,38,38,30.7105,0.605263,0.236842,0.052632,1.1875,0.03125,4.75,0.138462,85
958,2,1,1,150,0,1,0,1,0,1,0,93
959,14,15,16,131.5625,0.3125,0.125,0,1.142857,0,2.285714,0,73
960,4,3,2,79.5,0,0.5,0,1,0,2,0,94
961,80,99,150,84.6267,0.3,0.326667,0.113333,3.571429,0.047619,15,0.387597,53
962,11,9,6,70,2.666667,0.333333,0,1.5,0,3,0.052632,40
963,80,97,110,83.1091,0.836364,0.2,0.063636,1.549296,0.098592,7.857143,0.229167,80
964,5,4,5,141.8,0.4,0.6,0,1,0,1.666667,0.285714,33
965,35,38,66,326.4848,0.424242,0.454545,0.045455,3.3,0.05,33,0.46,80
966,5,2,3,60.3333,1.333333,0,0.333333,1,0,3,0,27
967,55,67,75,80.4667,0.56,0.466667,0.066667,1.923077,0.076923,6.818182,0.297872,70
968,14,6,11,105,0.545455,0.272727,0,1.571429,0.714286,2.75,0.333333,37
969,69,52,79,62.6329,0.481013,0.126582,0.075949,1.462963,0.018519,7.181818,0.19802,50
970,211,262,561,63.3048,1.7041,0.245989,0.023173,2.515695,0.03139,24.391304,0.43769,62
971,6,8,6,118.3333,0.166667,0.333333,0,1.2,0.2,2,0.076923,53
972,5,5,5,93.6,0.2,0.4,0,1.25,0,1.25,0.111111,74
973,9,8,8,94,0.125,0.125,0,1.333333,0.166667,2.666667,0.133333,47
974,43,55,58,39,0.603448,0.103448,0.017241,1.414634,0.02439,4.833333,0.195122,18
975,22,28,35,244.7714,0.485714,0.257143,0.057143,2.692308,0,5,0.219512,84
976,76,84,135,56.9556,0.511111,0.17037,0.051852,1.849315,0.082192,9,0.322314,94
977,1,1,1,49,0,0,0,1,0,1,0,40
978,9,5,6,121.8333,0.333333,0.333333,0,1.2,0.4,2,0.166667,68
979,105,119,364,25.5385,1.601648,0.008242,0.054945,10.111111,0.027778,36.4,0.417722,73
980,6,6,6,70.1667,0,0.166667,0,6,0,6,0.333333,37
981,5,3,3,41.6667,0,0.666667,0,1,0.333333,1.5,0.142857,2
982,62,67,100,57.13,0.27,0.5,0.01,1.333333,0.386667,9.090909,0.30303,105
983,8,7,6,78.8333,0.833333,0.166667,0,1.2,0,1.5,0.071429,106
984,10,8,10,59,1.1,0.3,0,1.111111,0.111111,3.333333,0.058824,65
985,2,2,2,80,0,0.5,0,1,0,1,0,75
986,60,60,64,127.4375,0.78125,0.234375,0.078125,1.306122,0.040816,10.666667,0.25,40
987,12,10,10,165,0.3,0.6,0.1,1.111111,0.111111,2,0.1,56
988,4,5,4,129,0.5,0,0,1.333333,0,2,0,55
989,4,3,3,193.3333,1.666667,0.333333,0,3,0,3,0.166667,23
990,42,44,45,49.1778,0.777778,0.377778,0.111111,1.363636,0.121212,4.090909,0.194444,28
991,45,41,45,73.6889,0.777778,0.266667,0,1.363636,0.212121,4.090909,0.162162,10
992,3,1,2,30,0,0.5,0,1,0.5,1,0,94
993,1,1,1,238,0,1,0,1,0,1,0,21
994,4,4,3,27.3333,0,0,0,1.5,0,1.5,0.142857,27
995,394,448,1813,157.8577,0.834528,0.232763,0.226696,3.16958,0.347902,90.65,0.56797,96
996,2,4,3,61.3333,0,0,0,1,0,1,0,92
997,2,2,2,419.5,0.5,0.5,0,2,0,2,1,84
998,219,251,448,31.6496,0.497768,0.162946,0.0625,1.440514,0.163987,18.666667,0.41994,92
999,1,1,1,35,0,1,0,1,0,1,0,67
1000,145,140,236,95.1229,0.241525,0.169492,0.021186,1.512821,0.044872,9.833333,0.319444,35
1001,1,1,1,41,1,0,0,1,0,1,0,2
1002,3,1,2,51,0,0,0,1,0.5,1,0.333333,10
1003,163,193,286,51.1783,1.395105,0.314685,0.059441,1.513228,0.095238,15.888889,0.328358,49
1004,114,112,166,19.6988,0.650602,0.313253,0.060241,1.267176,0.160305,11.066667,0.276836,89
1005,68,77,93,83.5914,0.430108,0.193548,0.053763,1.788462,0.057692,9.3,0.218487,89
1006,55,42,57,76.4561,0.192982,0.245614,0.052632,1.357143,0.333333,5.181818,0.197531,59
1007,11,12,11,54,0.909091,0.454545,0.090909,1.1,0,2.2,0.095238,101
1008,145,155,291,56.3299,0.766323,0.216495,0.030928,2.91,0.07,22.384615,0.428571,13
1009,15,15,14,73.2857,0.857143,0.142857,0.071429,1.75,0.125,3.5,0.111111,49
1010,2,3,2,112.5,0,0,0,1,0,1,0,74
1011,1,1,1,70,0,0,0,1,0,1,0,54
1012,103,116,135,26.7037,0.614815,0.207407,0.014815,1.421053,0.031579,9,0.273256,27
1013,18,21,21,264.1905,1,0.190476,0.190476,1.3125,0,5.25,0.181818,44
1014,72,92,136,121.4485,1.389706,0.352941,0.007353,4,0.029412,10.461538,0.333333,54
1015,18,17,18,30.3333,0,0.333333,0,2,0.111111,18,0.4,57
1016,44,49,66,64.7879,0.818182,0.333333,0.015152,2.869565,0,6.6,0.24,108
1017,24,16,26,63.8462,0.346154,0.307692,0.153846,1.529412,0.235294,5.2,0.25,61
1018,3,5,3,114.6667,0.666667,1,0,1,0,3,0,19
1019,43,50,49,110.5306,0.102041,0.612245,0,2.227273,0.045455,5.444444,0.24,102
1020,70,93,258,129.845,0.465116,0.325581,0.127907,8.896552,0.206897,32.25,0.468468,38
1021,35,39,35,116.6286,0.742857,0.028571,0,1.25,0.035714,2.692308,0.213115,75
1022,2,1,1,75,0,0,0,1,0,1,0.5,32
1023,217,237,382,75.7513,0.712042,0.206806,0.049738,1.48062,0.023256,18.190476,0.401235,62
1024,88,76,111,122.3964,0.387387,0.576577,0.063063,1.460526,0.026316,18.5,0.28125,83
1025,9,11,11,64.9091,0.818182,0.363636,0,1.375,0.125,2.2,0,102
1026,5,7,6,65.8333,0,0.166667,0.166667,1.5,0,6,0.2,71
1027,189,222,313,61.2875,1.054313,0.354633,0.009585,1.758427,0,17.388889,0.412371,47
1028,13,15,11,120.5455,0.818182,0.636364,0.090909,1.833333,0,3.666667,0.217391,58
1029,46,45,49,62.5306,0.346939,0.469388,0.061224,1.53125,0.09375,4.9,0.213333,42
1030,4,3,3,74.6667,0,0,0,1.5,0.5,1.5,0.166667,37
1031,173,210,322,34.0839,0.965839,0.124224,0.018634,1.4375,0.013393,14.636364,0.353357,33
1032,55,55,64,148.7344,0.609375,0.515625,0.265625,1.882353,0.176471,9.142857,0.325301,10
1033,150,200,316,97.5253,0.525316,0.43038,0.022152,2.488189,0.070866,17.555556,0.346154,56
1034,2,1,1,322,3,0,1,1,0,1,0,104
1035,229,217,668,203.7844,1.103293,0.251497,0.049401,3.036364,0.031818,39.294118,0.517007,27
1036,3,1,2,8.5,0,0,0,2,1,2,0.333333,29
1037,1,1,1,18,0,0,1,1,0,1,0,52
1038,3,1,2,139,0,0.5,0,1,0.5,2,0,9
1039,15,16,14,105.9286,1.285714,0.642857,0.071429,1.4,0.1,3.5,0.068966,74
1040,47,58,62,152.2903,0.370968,0.370968,0.048387,2.48,0.08,7.75,0.3125,27
1041,16,11,14,99,1.214286,0.142857,0,2.333333,0.166667,2.8,0.285714,72
1042,1,1,1,14,0,0,0,1,0,1,0,13
1043,1,1,1,25,0,0,0,1,0,1,0,22
1044,2,3,2,79,0,0.5,0,1,0,1,0.25,36
1045,55,28,47,287.8723,0.425532,0.595745,0.021277,2.611111,0.722222,15.666667,0.238806,10
1046,40,20,72,106.5278,0.347222,0.152778,0.472222,1.358491,0.849057,7.2,0.22449,26
1047,49,50,78,117.7308,0.769231,0.269231,0,2.294118,0.029412,7.090909,0.253165,10
1048,5,1,3,84.3333,0.333333,0,0,3,1,3,0.2,65
1049,39,45,44,25.1818,1.181818,0.181818,0,1.375,0,44,0.235294,104
1050,2,1,1,9,0,0,0,1,0,1,0.5,91
1051,81,67,163,61.0613,0.736196,0.165644,0.04908,3.622222,0.444444,27.166667,0.494949,20
1052,13,21,21,76.8571,0.428571,0.380952,0.095238,1.75,0.25,3,0.36,2
1053,28,20,24,131.4583,0.416667,0.291667,0,1.411765,0.176471,3.428571,0.263158,48
1054,4,3,3,23.6667,0.333333,0,0.333333,1,0,1.5,0,18
1055,1,1,1,18,2,0,0,1,0,1,0,39
1056,2,3,2,293.5,1,1,0,1,0,2,0.25,98
1057,56,59,66,60.3333,0.590909,0.227273,0.060606,1.404255,0.12766,8.25,0.210526,69
1058,103,119,189,71.5026,0.449735,0.396825,0.021164,1.852941,0.303922,17.181818,0.290698,44
1059,19,18,31,110.8387,0.290323,0.322581,0.064516,2.818182,0.454545,4.428571,0.37037,71
1060,120,122,187,73.8128,0.572193,0.465241,0.096257,2.460526,0.118421,11,0.423529,55
1061,149,161,289,49.263,0.397924,0.304498,0.17301,1.482051,0.379487,12.565217,0.341991,55
1062,58,81,88,44.9773,0.352273,0.045455,0.022727,1.442623,0.04918,7.333333,0.188034,35
1063,3,2,2,70,1,0.5,0,1,0,1,0,58
1064,12,10,10,25.1,0.6,0,0,1.25,0.125,2.5,0.047619,89
1065,80,97,196,91.2653,0.086735,0.387755,0.086735,4.9,0.05,49,0.45082,104
1066,7,6,6,116.8333,1.666667,0,0.166667,1,0.166667,1.5,0,27
1067,158,186,302,42.8907,0.400662,0.264901,0.072848,2,0.211921,15.1,0.365079,105
1068,133,157,262,128.0344,0.667939,0.274809,0.038168,1.926471,0.058824,20.153846,0.35514,40
1069,11,8,9,182.7778,2.222222,0.666667,0,2.25,0.25,2.25,0.357143,68
1070,5,4,5,720.8,0.4,0.4,0,1,0.2,1,0.285714,96
1071,3,3,2,65,0.5,0,0,1,0,2,0.2,104
1072,23,22,33,144.7576,0.030303,0.363636,0.121212,2.75,0.583333,11,0.25,72
1073,4,5,4,65.75,0.75,0.5,0,1,0,1.333333,0.125,103
1074,12,11,12,237.9167,0.333333,0.916667,0.166667,2.4,0.4,12,0.210526,94
1075,64,78,111,118.5856,1.261261,0.369369,0.054054,2.22,0.04,12.333333,0.234783,11
1076,3,3,3,192.3333,1,0.666667,0,3,0,3,0.2,85
1077,19,19,22,60.1364,0.090909,0.227273,0,1.692308,0,3.666667,0.310345,29
1078,1,1,1,84,4,1,0,1,0,1,0,15
1079,28,27,36,77.3333,2.111111,0.333333,0.083333,1.636364,0.045455,4,0.25,70
